
===================================================================================================

 365 dataset shape: 400x3x256x256

 Original set has 398 images; For each angle, take no more than 25 images>>>
   0%|          | 0/397 [00:00<?, ?it/s] 100%|██████████| 397/397 [00:00<00:00, 148355.19it/s]398 images left and there are 397 unique labels

 Range of unnormalized labels: (16.913,38.532)

 Range of normalized labels: (0.42599332535734524,0.9705182293306466)

 Use rule-of-thumb formula to compute kernel_sigma >>>

 The std of 398 labels is 0.10931705898979509 so the kernel sigma is 0.03499590186283715

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_ResNet34_embed_epoch_200_seed_2021.pth

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_net_y2h_epoch_500_seed_2021.pth

 Start training CNN for label embedding >>>
CcGAN,SAGAN: [Iter 16060/30000] [D loss: 2.5474e-02] [G loss: 3.0649e+00] [real prob: 3.033] [fake prob: -3.205] [Time: 27901.0650]
CcGAN,SAGAN: [Iter 16080/30000] [D loss: 3.6684e-02] [G loss: 2.9398e+00] [real prob: 3.762] [fake prob: -2.443] [Time: 27935.6929]
CcGAN,SAGAN: [Iter 16100/30000] [D loss: 1.7403e-03] [G loss: 3.2136e+00] [real prob: 3.781] [fake prob: -2.846] [Time: 27970.5094]
CcGAN,SAGAN: [Iter 16120/30000] [D loss: 7.5846e-03] [G loss: 3.4660e+00] [real prob: 3.418] [fake prob: -2.819] [Time: 28005.3366]
CcGAN,SAGAN: [Iter 16140/30000] [D loss: 2.8441e-02] [G loss: 3.1950e+00] [real prob: 3.090] [fake prob: -2.631] [Time: 28040.1732]
CcGAN,SAGAN: [Iter 16160/30000] [D loss: 7.0184e-02] [G loss: 2.6442e+00] [real prob: 2.491] [fake prob: -3.399] [Time: 28074.9594]
CcGAN,SAGAN: [Iter 16180/30000] [D loss: 8.6911e-03] [G loss: 3.2483e+00] [real prob: 4.172] [fake prob: -2.594] [Time: 28109.7505]
CcGAN,SAGAN: [Iter 16200/30000] [D loss: 3.9304e-02] [G loss: 3.1358e+00] [real prob: 3.753] [fake prob: -3.441] [Time: 28144.5582]
CcGAN,SAGAN: [Iter 16220/30000] [D loss: 0.0000e+00] [G loss: 2.7173e+00] [real prob: 3.771] [fake prob: -3.005] [Time: 28179.3305]
CcGAN,SAGAN: [Iter 16240/30000] [D loss: 8.1334e-03] [G loss: 3.2817e+00] [real prob: 3.438] [fake prob: -2.956] [Time: 28214.1458]
CcGAN,SAGAN: [Iter 16260/30000] [D loss: 6.0927e-03] [G loss: 2.9432e+00] [real prob: 3.307] [fake prob: -2.678] [Time: 28248.9398]
CcGAN,SAGAN: [Iter 16280/30000] [D loss: 1.9673e-04] [G loss: 3.0205e+00] [real prob: 3.212] [fake prob: -2.756] [Time: 28283.7703]
CcGAN,SAGAN: [Iter 16300/30000] [D loss: 3.8882e-03] [G loss: 3.1143e+00] [real prob: 3.260] [fake prob: -3.137] [Time: 28318.5673]
CcGAN,SAGAN: [Iter 16320/30000] [D loss: 0.0000e+00] [G loss: 3.5324e+00] [real prob: 3.229] [fake prob: -2.964] [Time: 28353.3445]
CcGAN,SAGAN: [Iter 16340/30000] [D loss: 6.0710e-05] [G loss: 2.9641e+00] [real prob: 3.419] [fake prob: -3.042] [Time: 28388.1399]
CcGAN,SAGAN: [Iter 16360/30000] [D loss: 0.0000e+00] [G loss: 3.6351e+00] [real prob: 3.151] [fake prob: -3.570] [Time: 28422.9491]
CcGAN,SAGAN: [Iter 16380/30000] [D loss: 4.1499e-02] [G loss: 1.6281e+00] [real prob: 2.760] [fake prob: -2.673] [Time: 28457.7750]
CcGAN,SAGAN: [Iter 16400/30000] [D loss: 2.9072e-02] [G loss: 3.3624e+00] [real prob: 3.930] [fake prob: -2.899] [Time: 28492.6556]
CcGAN,SAGAN: [Iter 16420/30000] [D loss: 5.5662e-03] [G loss: 3.3154e+00] [real prob: 4.569] [fake prob: -2.528] [Time: 28527.4914]
CcGAN,SAGAN: [Iter 16440/30000] [D loss: 1.4936e-03] [G loss: 2.7216e+00] [real prob: 3.382] [fake prob: -2.784] [Time: 28562.3628]
CcGAN,SAGAN: [Iter 16460/30000] [D loss: 5.2583e-02] [G loss: 4.0781e+00] [real prob: 2.309] [fake prob: -4.368] [Time: 28597.1931]
CcGAN,SAGAN: [Iter 16480/30000] [D loss: 6.4252e-04] [G loss: 2.5505e+00] [real prob: 4.008] [fake prob: -3.338] [Time: 28632.0261]
CcGAN,SAGAN: [Iter 16500/30000] [D loss: 0.0000e+00] [G loss: 3.0496e+00] [real prob: 3.960] [fake prob: -3.066] [Time: 28666.8634]
CcGAN,SAGAN: [Iter 16520/30000] [D loss: 3.2980e-03] [G loss: 2.9526e+00] [real prob: 3.833] [fake prob: -3.101] [Time: 28701.7007]
CcGAN,SAGAN: [Iter 16540/30000] [D loss: 0.0000e+00] [G loss: 3.1075e+00] [real prob: 4.347] [fake prob: -4.245] [Time: 28736.5464]
CcGAN,SAGAN: [Iter 16560/30000] [D loss: 4.0540e-04] [G loss: 3.1990e+00] [real prob: 3.382] [fake prob: -3.138] [Time: 28771.3979]
CcGAN,SAGAN: [Iter 16580/30000] [D loss: 7.3949e-03] [G loss: 2.8724e+00] [real prob: 4.052] [fake prob: -2.173] [Time: 28806.2756]
CcGAN,SAGAN: [Iter 16600/30000] [D loss: 2.2051e-02] [G loss: 3.2406e+00] [real prob: 4.043] [fake prob: -2.742] [Time: 28841.1354]
CcGAN,SAGAN: [Iter 16620/30000] [D loss: 7.2142e-02] [G loss: 2.9034e+00] [real prob: 4.769] [fake prob: -2.641] [Time: 28876.0092]
CcGAN,SAGAN: [Iter 16640/30000] [D loss: 2.8882e-02] [G loss: 3.7110e+00] [real prob: 3.958] [fake prob: -2.398] [Time: 28910.8608]
CcGAN,SAGAN: [Iter 16660/30000] [D loss: 5.5144e-03] [G loss: 2.3463e+00] [real prob: 4.054] [fake prob: -2.200] [Time: 28945.7134]
CcGAN,SAGAN: [Iter 16680/30000] [D loss: 4.7992e-02] [G loss: 3.0171e+00] [real prob: 3.916] [fake prob: -2.345] [Time: 28980.5532]
CcGAN,SAGAN: [Iter 16700/30000] [D loss: 6.2014e-03] [G loss: 3.2505e+00] [real prob: 3.567] [fake prob: -3.278] [Time: 29015.4058]
CcGAN,SAGAN: [Iter 16720/30000] [D loss: 0.0000e+00] [G loss: 3.4963e+00] [real prob: 3.970] [fake prob: -3.296] [Time: 29050.1244]
CcGAN,SAGAN: [Iter 16740/30000] [D loss: 0.0000e+00] [G loss: 4.0256e+00] [real prob: 3.721] [fake prob: -3.989] [Time: 29084.6502]
CcGAN,SAGAN: [Iter 16760/30000] [D loss: 2.9600e-04] [G loss: 3.5124e+00] [real prob: 3.554] [fake prob: -2.920] [Time: 29119.1535]
CcGAN,SAGAN: [Iter 16780/30000] [D loss: 5.4229e-03] [G loss: 4.3470e+00] [real prob: 3.024] [fake prob: -4.017] [Time: 29153.7291]
CcGAN,SAGAN: [Iter 16800/30000] [D loss: 9.1427e-03] [G loss: 3.2547e+00] [real prob: 3.408] [fake prob: -3.312] [Time: 29188.2971]
CcGAN,SAGAN: [Iter 16820/30000] [D loss: 2.1629e-04] [G loss: 2.2272e+00] [real prob: 3.889] [fake prob: -2.467] [Time: 29222.8785]
CcGAN,SAGAN: [Iter 16840/30000] [D loss: 4.2148e-03] [G loss: 3.3103e+00] [real prob: 3.188] [fake prob: -3.390] [Time: 29257.4332]
CcGAN,SAGAN: [Iter 16860/30000] [D loss: 0.0000e+00] [G loss: 3.1518e+00] [real prob: 4.128] [fake prob: -3.474] [Time: 29291.9569]
CcGAN,SAGAN: [Iter 16880/30000] [D loss: 0.0000e+00] [G loss: 3.6671e+00] [real prob: 3.290] [fake prob: -3.523] [Time: 29326.4982]
CcGAN,SAGAN: [Iter 16900/30000] [D loss: 0.0000e+00] [G loss: 3.1393e+00] [real prob: 4.000] [fake prob: -3.291] [Time: 29361.0450]
CcGAN,SAGAN: [Iter 16920/30000] [D loss: 0.0000e+00] [G loss: 2.3298e+00] [real prob: 3.870] [fake prob: -2.549] [Time: 29395.6133]
CcGAN,SAGAN: [Iter 16940/30000] [D loss: 1.2849e-03] [G loss: 3.0069e+00] [real prob: 3.861] [fake prob: -2.838] [Time: 29430.1539]
CcGAN,SAGAN: [Iter 16960/30000] [D loss: 6.6078e-02] [G loss: 3.2318e+00] [real prob: 3.306] [fake prob: -3.761] [Time: 29464.7790]
CcGAN,SAGAN: [Iter 16980/30000] [D loss: 0.0000e+00] [G loss: 3.9356e+00] [real prob: 4.295] [fake prob: -3.489] [Time: 29499.3344]
CcGAN,SAGAN: [Iter 17000/30000] [D loss: 0.0000e+00] [G loss: 3.2758e+00] [real prob: 3.657] [fake prob: -3.305] [Time: 29533.9001]
CcGAN,SAGAN: [Iter 17020/30000] [D loss: 1.3514e-03] [G loss: 4.5729e+00] [real prob: 3.340] [fake prob: -4.104] [Time: 29576.3521]
CcGAN,SAGAN: [Iter 17040/30000] [D loss: 5.8383e-04] [G loss: 2.5608e+00] [real prob: 3.838] [fake prob: -2.629] [Time: 29610.9735]
CcGAN,SAGAN: [Iter 17060/30000] [D loss: 3.6110e-03] [G loss: 3.1607e+00] [real prob: 2.891] [fake prob: -3.340] [Time: 29645.5381]
CcGAN,SAGAN: [Iter 17080/30000] [D loss: 0.0000e+00] [G loss: 2.8577e+00] [real prob: 3.742] [fake prob: -3.046] [Time: 29680.0401]
CcGAN,SAGAN: [Iter 17100/30000] [D loss: 6.4303e-02] [G loss: 2.7544e+00] [real prob: 3.558] [fake prob: -2.768] [Time: 29714.7150]
CcGAN,SAGAN: [Iter 17120/30000] [D loss: 2.6176e-02] [G loss: 2.8135e+00] [real prob: 3.100] [fake prob: -2.988] [Time: 29749.2335]
CcGAN,SAGAN: [Iter 17140/30000] [D loss: 0.0000e+00] [G loss: 3.7721e+00] [real prob: 3.739] [fake prob: -4.002] [Time: 29783.6254]
CcGAN,SAGAN: [Iter 17160/30000] [D loss: 7.3254e-03] [G loss: 3.1667e+00] [real prob: 3.391] [fake prob: -2.654] [Time: 29818.0094]
CcGAN,SAGAN: [Iter 17180/30000] [D loss: 1.3730e-03] [G loss: 3.4288e+00] [real prob: 3.222] [fake prob: -2.826] [Time: 29852.4882]
CcGAN,SAGAN: [Iter 17200/30000] [D loss: 0.0000e+00] [G loss: 2.8814e+00] [real prob: 3.806] [fake prob: -3.044] [Time: 29886.9372]
CcGAN,SAGAN: [Iter 17220/30000] [D loss: 0.0000e+00] [G loss: 3.0358e+00] [real prob: 3.495] [fake prob: -3.125] [Time: 29921.2383]
CcGAN,SAGAN: [Iter 17240/30000] [D loss: 0.0000e+00] [G loss: 3.5322e+00] [real prob: 3.690] [fake prob: -3.501] [Time: 29955.6432]
CcGAN,SAGAN: [Iter 17260/30000] [D loss: 3.3752e-03] [G loss: 2.7621e+00] [real prob: 4.059] [fake prob: -2.797] [Time: 29990.1053]
CcGAN,SAGAN: [Iter 17280/30000] [D loss: 0.0000e+00] [G loss: 3.2483e+00] [real prob: 3.559] [fake prob: -3.024] [Time: 30024.4828]
CcGAN,SAGAN: [Iter 17300/30000] [D loss: 1.8577e-02] [G loss: 2.8716e+00] [real prob: 3.637] [fake prob: -3.268] [Time: 30058.8574]
CcGAN,SAGAN: [Iter 17320/30000] [D loss: 2.1409e-02] [G loss: 3.3274e+00] [real prob: 2.732] [fake prob: -3.077] [Time: 30093.3374]
CcGAN,SAGAN: [Iter 17340/30000] [D loss: 5.1884e-04] [G loss: 3.9605e+00] [real prob: 3.511] [fake prob: -4.038] [Time: 30127.7970]
CcGAN,SAGAN: [Iter 17360/30000] [D loss: 1.3345e-02] [G loss: 3.7999e+00] [real prob: 3.013] [fake prob: -3.459] [Time: 30162.0971]
CcGAN,SAGAN: [Iter 17380/30000] [D loss: 0.0000e+00] [G loss: 2.8345e+00] [real prob: 3.156] [fake prob: -2.965] [Time: 30196.4832]
CcGAN,SAGAN: [Iter 17400/30000] [D loss: 9.9609e-02] [G loss: 3.9677e+00] [real prob: 4.675] [fake prob: -3.016] [Time: 30230.9421]
CcGAN,SAGAN: [Iter 17420/30000] [D loss: 5.0605e-04] [G loss: 2.9068e+00] [real prob: 3.311] [fake prob: -2.906] [Time: 30265.3408]
CcGAN,SAGAN: [Iter 17440/30000] [D loss: 5.6534e-05] [G loss: 3.2444e+00] [real prob: 4.007] [fake prob: -3.448] [Time: 30299.6942]
CcGAN,SAGAN: [Iter 17460/30000] [D loss: 0.0000e+00] [G loss: 3.2315e+00] [real prob: 3.736] [fake prob: -3.302] [Time: 30334.1326]
CcGAN,SAGAN: [Iter 17480/30000] [D loss: 2.1928e-03] [G loss: 3.6411e+00] [real prob: 2.801] [fake prob: -3.566] [Time: 30368.5159]
CcGAN,SAGAN: [Iter 17500/30000] [D loss: 0.0000e+00] [G loss: 4.2145e+00] [real prob: 3.512] [fake prob: -4.309] [Time: 30402.9106]
CcGAN,SAGAN: [Iter 17520/30000] [D loss: 0.0000e+00] [G loss: 3.3717e+00] [real prob: 5.159] [fake prob: -4.187] [Time: 30439.1242]
CcGAN,SAGAN: [Iter 17540/30000] [D loss: 3.1438e-02] [G loss: 3.1019e+00] [real prob: 3.898] [fake prob: -3.282] [Time: 30473.4729]
CcGAN,SAGAN: [Iter 17560/30000] [D loss: 9.6395e-02] [G loss: 4.5619e+00] [real prob: 3.269] [fake prob: -4.019] [Time: 30507.8412]
CcGAN,SAGAN: [Iter 17580/30000] [D loss: 0.0000e+00] [G loss: 3.1114e+00] [real prob: 3.661] [fake prob: -2.995] [Time: 30542.2153]
CcGAN,SAGAN: [Iter 17600/30000] [D loss: 3.0916e-04] [G loss: 3.1207e+00] [real prob: 3.470] [fake prob: -3.093] [Time: 30576.6534]
CcGAN,SAGAN: [Iter 17620/30000] [D loss: 2.6658e-02] [G loss: 3.5119e+00] [real prob: 2.663] [fake prob: -3.364] [Time: 30611.0785]
CcGAN,SAGAN: [Iter 17640/30000] [D loss: 3.5265e-02] [G loss: 3.6885e+00] [real prob: 3.299] [fake prob: -3.628] [Time: 30645.7811]
CcGAN,SAGAN: [Iter 17660/30000] [D loss: 6.7997e-03] [G loss: 3.0593e+00] [real prob: 3.294] [fake prob: -3.503] [Time: 30680.2592]
CcGAN,SAGAN: [Iter 17680/30000] [D loss: 0.0000e+00] [G loss: 3.8621e+00] [real prob: 3.225] [fake prob: -3.875] [Time: 30714.6979]
CcGAN,SAGAN: [Iter 17700/30000] [D loss: 6.2556e-03] [G loss: 3.1285e+00] [real prob: 4.389] [fake prob: -2.621] [Time: 30749.0699]
CcGAN,SAGAN: [Iter 17720/30000] [D loss: 3.7421e-02] [G loss: 4.2701e+00] [real prob: 3.197] [fake prob: -3.046] [Time: 30783.4714]
CcGAN,SAGAN: [Iter 17740/30000] [D loss: 3.8889e-03] [G loss: 3.8270e+00] [real prob: 3.236] [fake prob: -3.373] [Time: 30817.8311]
CcGAN,SAGAN: [Iter 17760/30000] [D loss: 1.5211e-02] [G loss: 3.6802e+00] [real prob: 3.622] [fake prob: -3.977] [Time: 30852.1944]
CcGAN,SAGAN: [Iter 17780/30000] [D loss: 2.9452e-02] [G loss: 3.6056e+00] [real prob: 2.794] [fake prob: -3.494] [Time: 30886.5248]
CcGAN,SAGAN: [Iter 17800/30000] [D loss: 0.0000e+00] [G loss: 4.4393e+00] [real prob: 3.136] [fake prob: -3.909] [Time: 30920.8977]
CcGAN,SAGAN: [Iter 17820/30000] [D loss: 0.0000e+00] [G loss: 3.3817e+00] [real prob: 3.817] [fake prob: -2.905] [Time: 30955.2274]
CcGAN,SAGAN: [Iter 17840/30000] [D loss: 4.2692e-03] [G loss: 3.1746e+00] [real prob: 4.029] [fake prob: -3.067] [Time: 30989.5704]
CcGAN,SAGAN: [Iter 17860/30000] [D loss: 4.0113e-03] [G loss: 2.4097e+00] [real prob: 3.893] [fake prob: -2.007] [Time: 31023.8916]
CcGAN,SAGAN: [Iter 17880/30000] [D loss: 6.2678e-05] [G loss: 2.2316e+00] [real prob: 3.631] [fake prob: -2.808] [Time: 31058.2027]
CcGAN,SAGAN: [Iter 17900/30000] [D loss: 1.1108e-04] [G loss: 3.0037e+00] [real prob: 3.939] [fake prob: -3.239] [Time: 31092.5150]
CcGAN,SAGAN: [Iter 17920/30000] [D loss: 5.4583e-03] [G loss: 2.9909e+00] [real prob: 3.325] [fake prob: -2.400] [Time: 31126.8095]
CcGAN,SAGAN: [Iter 17940/30000] [D loss: 7.0805e-04] [G loss: 3.7028e+00] [real prob: 3.443] [fake prob: -4.070] [Time: 31161.1651]
CcGAN,SAGAN: [Iter 17960/30000] [D loss: 5.8211e-04] [G loss: 2.7930e+00] [real prob: 3.977] [fake prob: -2.527] [Time: 31195.4904]
CcGAN,SAGAN: [Iter 17980/30000] [D loss: 2.0312e-02] [G loss: 3.4870e+00] [real prob: 3.436] [fake prob: -3.813] [Time: 31229.8456]
CcGAN,SAGAN: [Iter 18000/30000] [D loss: 1.1023e-03] [G loss: 3.7306e+00] [real prob: 3.778] [fake prob: -3.913] [Time: 31264.1881]
CcGAN,SAGAN: [Iter 18020/30000] [D loss: 0.0000e+00] [G loss: 4.3893e+00] [real prob: 3.754] [fake prob: -4.209] [Time: 31306.4895]
CcGAN,SAGAN: [Iter 18040/30000] [D loss: 2.6277e-02] [G loss: 2.9548e+00] [real prob: 2.562] [fake prob: -3.539] [Time: 31340.8776]
CcGAN,SAGAN: [Iter 18060/30000] [D loss: 0.0000e+00] [G loss: 3.6271e+00] [real prob: 3.436] [fake prob: -3.822] [Time: 31375.2793]
CcGAN,SAGAN: [Iter 18080/30000] [D loss: 3.3465e-02] [G loss: 3.3580e+00] [real prob: 4.496] [fake prob: -3.033] [Time: 31409.6101]
CcGAN,SAGAN: [Iter 18100/30000] [D loss: 5.7413e-03] [G loss: 4.1730e+00] [real prob: 2.822] [fake prob: -3.917] [Time: 31444.0005]
CcGAN,SAGAN: [Iter 18120/30000] [D loss: 0.0000e+00] [G loss: 3.0312e+00] [real prob: 3.819] [fake prob: -2.911] [Time: 31478.4241]
CcGAN,SAGAN: [Iter 18140/30000] [D loss: 1.7994e-02] [G loss: 4.7140e+00] [real prob: 2.869] [fake prob: -4.183] [Time: 31512.8618]
CcGAN,SAGAN: [Iter 18160/30000] [D loss: 2.7237e-04] [G loss: 2.8885e+00] [real prob: 3.609] [fake prob: -2.597] [Time: 31547.2343]
CcGAN,SAGAN: [Iter 18180/30000] [D loss: 2.5896e-02] [G loss: 3.8641e+00] [real prob: 3.797] [fake prob: -2.766] [Time: 31581.6335]
CcGAN,SAGAN: [Iter 18200/30000] [D loss: 0.0000e+00] [G loss: 3.0352e+00] [real prob: 3.742] [fake prob: -3.224] [Time: 31616.1268]
CcGAN,SAGAN: [Iter 18220/30000] [D loss: 0.0000e+00] [G loss: 3.5554e+00] [real prob: 3.544] [fake prob: -3.686] [Time: 31650.5749]
CcGAN,SAGAN: [Iter 18240/30000] [D loss: 5.3689e-02] [G loss: 3.9406e+00] [real prob: 4.162] [fake prob: -3.418] [Time: 31684.9483]
CcGAN,SAGAN: [Iter 18260/30000] [D loss: 4.3995e-02] [G loss: 2.9627e+00] [real prob: 3.409] [fake prob: -2.788] [Time: 31719.4397]
CcGAN,SAGAN: [Iter 18280/30000] [D loss: 0.0000e+00] [G loss: 4.1130e+00] [real prob: 3.420] [fake prob: -3.650] [Time: 31753.9622]
CcGAN,SAGAN: [Iter 18300/30000] [D loss: 5.3111e-02] [G loss: 4.6178e+00] [real prob: 1.824] [fake prob: -4.297] [Time: 31788.3101]
CcGAN,SAGAN: [Iter 18320/30000] [D loss: 3.8392e-02] [G loss: 3.4521e+00] [real prob: 3.864] [fake prob: -3.009] [Time: 31822.6619]
CcGAN,SAGAN: [Iter 18340/30000] [D loss: 3.5094e-02] [G loss: 3.4258e+00] [real prob: 2.536] [fake prob: -3.555] [Time: 31857.1097]
CcGAN,SAGAN: [Iter 18360/30000] [D loss: 9.9381e-04] [G loss: 4.5119e+00] [real prob: 3.398] [fake prob: -4.401] [Time: 31891.5419]
CcGAN,SAGAN: [Iter 18380/30000] [D loss: 1.5286e-02] [G loss: 2.7035e+00] [real prob: 3.613] [fake prob: -3.104] [Time: 31925.8838]
CcGAN,SAGAN: [Iter 18400/30000] [D loss: 4.2373e-02] [G loss: 3.8145e+00] [real prob: 4.573] [fake prob: -2.984] [Time: 31960.3611]
CcGAN,SAGAN: [Iter 18420/30000] [D loss: 5.0518e-05] [G loss: 2.1902e+00] [real prob: 4.329] [fake prob: -2.643] [Time: 31994.8660]
CcGAN,SAGAN: [Iter 18440/30000] [D loss: 9.5003e-02] [G loss: 3.9671e+00] [real prob: 3.207] [fake prob: -4.368] [Time: 32029.2567]
CcGAN,SAGAN: [Iter 18460/30000] [D loss: 8.3385e-02] [G loss: 3.3457e+00] [real prob: 3.358] [fake prob: -3.246] [Time: 32063.6235]
CcGAN,SAGAN: [Iter 18480/30000] [D loss: 6.6703e-02] [G loss: 3.0358e+00] [real prob: 3.508] [fake prob: -3.139] [Time: 32098.0903]
CcGAN,SAGAN: [Iter 18500/30000] [D loss: 2.6014e-02] [G loss: 3.6869e+00] [real prob: 3.505] [fake prob: -2.427] [Time: 32132.6733]
CcGAN,SAGAN: [Iter 18520/30000] [D loss: 4.8070e-02] [G loss: 4.2299e+00] [real prob: 2.601] [fake prob: -3.858] [Time: 32167.1189]
CcGAN,SAGAN: [Iter 18540/30000] [D loss: 0.0000e+00] [G loss: 2.9641e+00] [real prob: 4.236] [fake prob: -2.888] [Time: 32201.4190]
CcGAN,SAGAN: [Iter 18560/30000] [D loss: 8.1355e-03] [G loss: 3.8988e+00] [real prob: 3.217] [fake prob: -4.085] [Time: 32235.8172]
CcGAN,SAGAN: [Iter 18580/30000] [D loss: 1.0019e-02] [G loss: 3.2038e+00] [real prob: 4.122] [fake prob: -2.635] [Time: 32270.2594]
CcGAN,SAGAN: [Iter 18600/30000] [D loss: 6.4473e-02] [G loss: 4.4749e+00] [real prob: 1.955] [fake prob: -4.398] [Time: 32304.6069]
CcGAN,SAGAN: [Iter 18620/30000] [D loss: 1.1975e-01] [G loss: 4.7890e+00] [real prob: 2.680] [fake prob: -4.452] [Time: 32338.9518]
CcGAN,SAGAN: [Iter 18640/30000] [D loss: 0.0000e+00] [G loss: 3.0196e+00] [real prob: 4.406] [fake prob: -3.062] [Time: 32373.4060]
CcGAN,SAGAN: [Iter 18660/30000] [D loss: 0.0000e+00] [G loss: 3.5576e+00] [real prob: 3.633] [fake prob: -3.417] [Time: 32407.8278]
CcGAN,SAGAN: [Iter 18680/30000] [D loss: 0.0000e+00] [G loss: 3.2766e+00] [real prob: 4.128] [fake prob: -3.407] [Time: 32442.1836]
CcGAN,SAGAN: [Iter 18700/30000] [D loss: 1.3722e-04] [G loss: 3.6118e+00] [real prob: 4.361] [fake prob: -3.477] [Time: 32476.6380]
CcGAN,SAGAN: [Iter 18720/30000] [D loss: 0.0000e+00] [G loss: 3.1356e+00] [real prob: 3.149] [fake prob: -3.032] [Time: 32511.1152]
CcGAN,SAGAN: [Iter 18740/30000] [D loss: 1.5600e-04] [G loss: 3.8971e+00] [real prob: 3.098] [fake prob: -4.030] [Time: 32545.5332]
CcGAN,SAGAN: [Iter 18760/30000] [D loss: 2.0101e-05] [G loss: 3.8354e+00] [real prob: 3.565] [fake prob: -3.971] [Time: 32579.8732]
CcGAN,SAGAN: [Iter 18780/30000] [D loss: 1.5622e-01] [G loss: 4.1863e+00] [real prob: 1.847] [fake prob: -4.553] [Time: 32614.3913]
CcGAN,SAGAN: [Iter 18800/30000] [D loss: 0.0000e+00] [G loss: 3.6011e+00] [real prob: 4.548] [fake prob: -3.676] [Time: 32648.8181]
CcGAN,SAGAN: [Iter 18820/30000] [D loss: 6.9760e-03] [G loss: 3.2864e+00] [real prob: 3.865] [fake prob: -3.199] [Time: 32683.2414]
CcGAN,SAGAN: [Iter 18840/30000] [D loss: 3.2301e-02] [G loss: 2.9987e+00] [real prob: 3.813] [fake prob: -2.716] [Time: 32717.6373]
CcGAN,SAGAN: [Iter 18860/30000] [D loss: 1.0573e-02] [G loss: 3.9425e+00] [real prob: 3.142] [fake prob: -3.552] [Time: 32752.0588]
CcGAN,SAGAN: [Iter 18880/30000] [D loss: 4.7031e-04] [G loss: 2.3618e+00] [real prob: 3.277] [fake prob: -2.955] [Time: 32786.4602]
CcGAN,SAGAN: [Iter 18900/30000] [D loss: 2.0526e-03] [G loss: 3.6593e+00] [real prob: 3.540] [fake prob: -3.372] [Time: 32820.8364]
CcGAN,SAGAN: [Iter 18920/30000] [D loss: 0.0000e+00] [G loss: 3.8799e+00] [real prob: 4.717] [fake prob: -3.853] [Time: 32855.2212]
CcGAN,SAGAN: [Iter 18940/30000] [D loss: 2.0050e-02] [G loss: 3.5946e+00] [real prob: 3.816] [fake prob: -4.066] [Time: 32889.6176]
CcGAN,SAGAN: [Iter 18960/30000] [D loss: 0.0000e+00] [G loss: 2.7537e+00] [real prob: 3.890] [fake prob: -2.818] [Time: 32924.0403]
CcGAN,SAGAN: [Iter 18980/30000] [D loss: 7.6205e-03] [G loss: 4.2127e+00] [real prob: 3.074] [fake prob: -4.083] [Time: 32958.4421]
CcGAN,SAGAN: [Iter 19000/30000] [D loss: 0.0000e+00] [G loss: 4.8520e+00] [real prob: 4.557] [fake prob: -4.897] [Time: 32992.8458]
CcGAN,SAGAN: [Iter 19020/30000] [D loss: 3.5630e-03] [G loss: 3.6480e+00] [real prob: 5.074] [fake prob: -3.044] [Time: 33035.5458]
CcGAN,SAGAN: [Iter 19040/30000] [D loss: 2.8562e-04] [G loss: 4.2251e+00] [real prob: 4.318] [fake prob: -4.197] [Time: 33070.0077]
CcGAN,SAGAN: [Iter 19060/30000] [D loss: 5.3755e-02] [G loss: 3.3101e+00] [real prob: 2.804] [fake prob: -3.561] [Time: 33104.4087]
CcGAN,SAGAN: [Iter 19080/30000] [D loss: 7.3916e-02] [G loss: 3.1977e+00] [real prob: 3.676] [fake prob: -3.230] [Time: 33138.8321]
CcGAN,SAGAN: [Iter 19100/30000] [D loss: 5.9234e-02] [G loss: 3.3563e+00] [real prob: 2.777] [fake prob: -3.454] [Time: 33173.2152]
CcGAN,SAGAN: [Iter 19120/30000] [D loss: 0.0000e+00] [G loss: 3.3841e+00] [real prob: 4.575] [fake prob: -3.152] [Time: 33207.6511]
CcGAN,SAGAN: [Iter 19140/30000] [D loss: 0.0000e+00] [G loss: 3.6352e+00] [real prob: 3.834] [fake prob: -3.711] [Time: 33242.0061]
CcGAN,SAGAN: [Iter 19160/30000] [D loss: 0.0000e+00] [G loss: 2.9165e+00] [real prob: 4.303] [fake prob: -2.945] [Time: 33276.3305]
CcGAN,SAGAN: [Iter 19180/30000] [D loss: 2.3078e-02] [G loss: 5.3921e+00] [real prob: 3.239] [fake prob: -5.072] [Time: 33310.6675]
CcGAN,SAGAN: [Iter 19200/30000] [D loss: 5.6245e-02] [G loss: 4.7651e+00] [real prob: 3.094] [fake prob: -4.432] [Time: 33345.0239]
CcGAN,SAGAN: [Iter 19220/30000] [D loss: 1.3916e-03] [G loss: 3.9258e+00] [real prob: 3.959] [fake prob: -3.577] [Time: 33379.3422]
CcGAN,SAGAN: [Iter 19240/30000] [D loss: 1.7561e-03] [G loss: 8.6142e-01] [real prob: 4.716] [fake prob: -2.037] [Time: 33413.6994]
CcGAN,SAGAN: [Iter 19260/30000] [D loss: 5.0498e-04] [G loss: 2.9255e+00] [real prob: 3.138] [fake prob: -2.844] [Time: 33448.0959]
